"class_id","student_id","GPT_base","GPT_tutor","control","prev_gpa","beta_base_assisted","beta_tutor_assisted","beta_base_unassisted","beta_tutor_unassisted","scores_assisted","scores_unassisted"
1,1,1,0,0,0.843843034914993,0.169827032642512,0.356237945522643,-0.0664416916070017,-0.00589230693166921,0.41031903896655,0.281625991979522
1,2,1,0,0,0.760325817051023,0.169827032642512,0.356237945522643,-0.0664416916070017,-0.00589230693166921,0.434470546967734,0.229983411590956
1,3,1,0,0,0.918025910957956,0.169827032642512,0.356237945522643,-0.0664416916070017,-0.00589230693166921,0.479591108454402,0.291791711816119
1,4,1,0,0,0.885557863490622,0.169827032642512,0.356237945522643,-0.0664416916070017,-0.00589230693166921,0.494129991684582,0.192395461016382
1,5,1,0,0,0.999917980122427,0.169827032642512,0.356237945522643,-0.0664416916070017,-0.00589230693166921,0.457391095946514,0.24521151666322
1,6,1,0,0,0.895820298611169,0.169827032642512,0.356237945522643,-0.0664416916070017,-0.00589230693166921,0.469278354020997,0.29230143389241
1,7,1,0,0,0.679062870688873,0.169827032642512,0.356237945522643,-0.0664416916070017,-0.00589230693166921,0.487293658535298,0.32255836717194
1,8,1,0,0,0.79655410287938,0.169827032642512,0.356237945522643,-0.0664416916070017,-0.00589230693166921,0.411360651646266,0.247222278621537
1,9,1,0,0,0.882326494799835,0.169827032642512,0.356237945522643,-0.0664416916070017,-0.00589230693166921,0.480871535238615,0.280571106802207
1,10,1,0,0,0.821729139940503,0.169827032642512,0.356237945522643,-0.0664416916070017,-0.00589230693166921,0.472380159478677,0.259698653246852
1,11,1,0,0,0.862136307236887,0.169827032642512,0.356237945522643,-0.0664416916070017,-0.00589230693166921,0.416690011462683,0.24474184168914
1,12,1,0,0,0.815034917249536,0.169827032642512,0.356237945522643,-0.0664416916070017,-0.00589230693166921,0.453886076787002,0.266790880529119
1,13,1,0,0,0.823778709813669,0.169827032642512,0.356237945522643,-0.0664416916070017,-0.00589230693166921,0.418807173483843,0.13677009725306
1,14,1,0,0,0.838592945164014,0.169827032642512,0.356237945522643,-0.0664416916070017,-0.00589230693166921,0.366699814682126,0.257251014982954
1,15,1,0,0,0.948152952293044,0.169827032642512,0.356237945522643,-0.0664416916070017,-0.00589230693166921,0.427217654908246,0.270169301750722
1,16,1,0,0,0.81513756030227,0.169827032642512,0.356237945522643,-0.0664416916070017,-0.00589230693166921,0.492183502349743,0.328425213769362
1,17,1,0,0,0.80895947131555,0.169827032642512,0.356237945522643,-0.0664416916070017,-0.00589230693166921,0.463463572390028,0.189579587085915
1,18,1,0,0,0.788821097423905,0.169827032642512,0.356237945522643,-0.0664416916070017,-0.00589230693166921,0.463664342030428,0.307057829329092
1,19,1,0,0,0.989489647895808,0.169827032642512,0.356237945522643,-0.0664416916070017,-0.00589230693166921,0.409357643769724,0.259620433303611
1,20,1,0,0,0.838168592168091,0.169827032642512,0.356237945522643,-0.0664416916070017,-0.00589230693166921,0.434115513006231,0.321631603567131
2,21,0,1,0,0.963838459628003,0.169988277098825,0.346043431582823,-0.0555020744786739,-0.0222481440609675,0.591445581845778,0.339236203255815
2,22,0,1,0,0.961708256571374,0.169988277098825,0.346043431582823,-0.0555020744786739,-0.0222481440609675,0.639991186806703,0.202880725053821
2,23,0,1,0,0.885218663471283,0.169988277098825,0.346043431582823,-0.0555020744786739,-0.0222481440609675,0.625932442997081,0.223594529315236
2,24,0,1,0,0.788876194724551,0.169988277098825,0.346043431582823,-0.0555020744786739,-0.0222481440609675,0.610304385425755,0.351215972747998
2,25,0,1,0,0.958147242815984,0.169988277098825,0.346043431582823,-0.0555020744786739,-0.0222481440609675,0.58930003463719,0.301774130024519
2,26,0,1,0,0.920082306635149,0.169988277098825,0.346043431582823,-0.0555020744786739,-0.0222481440609675,0.632684170000927,0.241416529314079
2,27,0,1,0,0.717916908441821,0.169988277098825,0.346043431582823,-0.0555020744786739,-0.0222481440609675,0.723778857023781,0.318295332519837
2,28,0,1,0,0.956419892180346,0.169988277098825,0.346043431582823,-0.0555020744786739,-0.0222481440609675,0.580165870536215,0.335558788260918
2,29,0,1,0,0.836881059751009,0.169988277098825,0.346043431582823,-0.0555020744786739,-0.0222481440609675,0.746849149831581,0.274705248524353
